GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
kaiheisen-dataaccess-jpa-ciriusdb-cirius-kuzfrk,jp.co.tokyo_gas.kaiheisen.libs.da.jpa.ciriusdb.cirius.kuzfrk,KuzfrkId,67,3,8,0,17,2,11,1,7,1
kaiheisen-dataaccess-jpa-ciriusdb-cirius-kuzfrk,jp.co.tokyo_gas.kaiheisen.libs.da.jpa.ciriusdb.cirius.kuzfrk,KuzfrkDataAccessImpl,9,317,0,0,2,66,1,15,1,15
