GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
kaiheisen-sv-impl-register-cancellationcommonprocesscommonothertgretail,jp.co.tokyo_gas.kaiheisen.libs.sv.impl.register,CancellationCommonProcessCommonOtherTgRetailImpl.BillingCollectionPlatformIntegrationForClosingResult,0,24,0,0,0,1,0,1,0,1
kaiheisen-sv-impl-register-cancellationcommonprocesscommonothertgretail,jp.co.tokyo_gas.kaiheisen.libs.sv.impl.register,CancellationCommonProcessCommonOtherTgRetailImpl,29,542,10,22,8,150,10,25,0,19
