GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
kaiheisen-sv-impl-register-paymentcontractinvalidupdate,jp.co.tokyo_gas.kaiheisen.libs.sv.impl.register,PaymentContractInvalidUpdateImpl,5,349,0,18,0,75,1,19,1,10
