GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
kaiheisen-dataaccess-jpa-ciriusdb-cirius-hrikmi,jp.co.tokyo_gas.kaiheisen.libs.da.jpa.ciriusdb.cirius.hrikmi,HrikmiDataAccessImpl,0,328,0,0,0,61,0,16,0,16
kaiheisen-dataaccess-jpa-ciriusdb-cirius-hrikmi,jp.co.tokyo_gas.kaiheisen.libs.da.jpa.ciriusdb.cirius.hrikmi,HrikmiId,67,3,8,0,17,2,11,1,7,1
