GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
kaiheisen-dataaccess-jpa-ciriusdb-cirius-cstmst,jp.co.tokyo_gas.kaiheisen.libs.da.jpa.ciriusdb.cirius.cstmst,CstmstDataAccessImpl,0,142,0,4,0,33,0,10,0,8
kaiheisen-dataaccess-jpa-ciriusdb-cirius-cstmst,jp.co.tokyo_gas.kaiheisen.libs.da.jpa.ciriusdb.cirius.cstmst,CstmstId,67,3,8,0,16,1,11,1,7,1
