GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
kaiheisen-integration-cirius-retail-sc-customer-numbering,jp.co.tokyo_gas.kaiheisen.libs.common.integration.cirius.retail_sc.customer_numbering,CustomerNumberingCiriusAdapter,27,119,9,9,1,15,10,5,1,5
kaiheisen-integration-cirius-retail-sc-customer-numbering,jp.co.tokyo_gas.kaiheisen.libs.common.integration.cirius.retail_sc.customer_numbering,CustomerNumberingResponse.ErrorJouhou,0,9,0,0,0,1,0,1,0,1
kaiheisen-integration-cirius-retail-sc-customer-numbering,jp.co.tokyo_gas.kaiheisen.libs.common.integration.cirius.retail_sc.customer_numbering,CustomerNumberingRequest,0,48,0,0,0,4,0,4,0,4
kaiheisen-integration-cirius-retail-sc-customer-numbering,jp.co.tokyo_gas.kaiheisen.libs.common.integration.cirius.retail_sc.customer_numbering,CustomerNumberingResponse,0,51,0,0,0,8,0,8,0,8
kaiheisen-integration-cirius-retail-sc-customer-numbering,jp.co.tokyo_gas.kaiheisen.libs.common.integration.cirius.retail_sc.customer_numbering,CustomerNumberingRequest.NumberingCondition,0,24,0,0,0,1,0,1,0,1
