GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
kaiheisen-dataaccess-jpa-ciriusdb-cirius-isrkk,jp.co.tokyo_gas.kaiheisen.libs.da.jpa.ciriusdb.cirius.isrkk,IsrkkId,88,3,10,0,22,2,14,1,9,1
kaiheisen-dataaccess-jpa-ciriusdb-cirius-isrkk,jp.co.tokyo_gas.kaiheisen.libs.da.jpa.ciriusdb.cirius.isrkk,IsrkkDataAccessImpl,5,231,2,10,1,59,2,11,0,7
