GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
kaiheisen-dataaccess-jpa-ciriusdb-cirius-svckya,jp.co.tokyo_gas.kaiheisen.libs.da.jpa.ciriusdb.cirius.svckya,SvckyaId,67,3,8,0,16,1,11,1,7,1
kaiheisen-dataaccess-jpa-ciriusdb-cirius-svckya,jp.co.tokyo_gas.kaiheisen.libs.da.jpa.ciriusdb.cirius.svckya,SvckyaDataAccessImpl,189,825,8,18,38,181,8,38,1,32
