GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
kaiheisen-sv-impl-opening-comprehensivemeterjudgmentatopening,jp.co.tokyo_gas.kaiheisen.libs.sv.impl.opening,ComprehensiveMeterJudgmentAtOpeningImpl,0,230,2,26,0,56,2,20,0,8
