GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
kaiheisen-dataaccess-jpa-ciriusdb-cirius-ssvsbhw,jp.co.tokyo_gas.kaiheisen.libs.da.jpa.ciriusdb.cirius.ssvsbhw,SsvsbhwDataAccessImpl,0,121,0,0,0,27,0,5,0,5
kaiheisen-dataaccess-jpa-ciriusdb-cirius-ssvsbhw,jp.co.tokyo_gas.kaiheisen.libs.da.jpa.ciriusdb.cirius.ssvsbhw,SsvsbhwId,45,46,5,5,12,12,12,3,7,3
