GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
kaiheisen-dataaccess-jpa-ciriusdb-cirius-sihaky,jp.co.tokyo_gas.kaiheisen.libs.da.jpa.ciriusdb.cirius.sihaky,SihakyDataAccessImpl,35,725,7,7,9,135,7,26,1,25
kaiheisen-dataaccess-jpa-ciriusdb-cirius-sihaky,jp.co.tokyo_gas.kaiheisen.libs.da.jpa.ciriusdb.cirius.sihaky,SihakyId,33,37,4,4,9,10,9,3,5,3
