GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
kaiheisen-dataaccess-inmemory-ciriusdb-ncis-homsyk,jp.co.tokyo_gas.kaiheisen.libs.da.inmemory.ciriusdb.ncis.homsyk,HomsykDataAccessImpl.InternalRow,0,146,0,0,0,26,0,2,0,2
kaiheisen-dataaccess-inmemory-ciriusdb-ncis-homsyk,jp.co.tokyo_gas.kaiheisen.libs.da.inmemory.ciriusdb.ncis.homsyk,HomsykDataAccessImpl,7,69,0,4,1,11,1,6,1,4
