GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
kaiheisen-dataaccess-jpa-ciriusdb-cirius-gymykiy,jp.co.tokyo_gas.kaiheisen.libs.da.jpa.ciriusdb.cirius.gymykiy,GymykiyId,88,3,10,0,22,1,14,1,9,1
kaiheisen-dataaccess-jpa-ciriusdb-cirius-gymykiy,jp.co.tokyo_gas.kaiheisen.libs.da.jpa.ciriusdb.cirius.gymykiy,GymykiyDataAccessImpl,0,76,0,0,0,16,0,5,0,5
