GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
kaiheisen-dataaccess-inmemory-ciriusdb-cirius-kkytskr,jp.co.tokyo_gas.kaiheisen.libs.da.inmemory.ciriusdb.cirius.kkytskr,KkytskrDataAccessImpl,125,382,11,11,17,77,16,28,8,25
