GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
kaiheisen-sv-impl-get-gasusagerelatedinfoacquisition,jp.co.tokyo_gas.kaiheisen.libs.sv.impl.get,GasUsageRelatedInfoAcquisitionImpl.IntervalContext,0,12,0,0,0,1,0,1,0,1
kaiheisen-sv-impl-get-gasusagerelatedinfoacquisition,jp.co.tokyo_gas.kaiheisen.libs.sv.impl.get,GasUsageRelatedInfoAcquisitionImpl.ReplacementIntervalContext,0,12,0,0,0,1,0,1,0,1
kaiheisen-sv-impl-get-gasusagerelatedinfoacquisition,jp.co.tokyo_gas.kaiheisen.libs.sv.impl.get,GasUsageRelatedInfoAcquisitionImpl.MeterReplacementReadings,0,9,0,0,0,1,0,1,0,1
kaiheisen-sv-impl-get-gasusagerelatedinfoacquisition,jp.co.tokyo_gas.kaiheisen.libs.sv.impl.get,GasUsageRelatedInfoAcquisitionImpl.UsageComputation,0,12,0,0,0,1,0,1,0,1
kaiheisen-sv-impl-get-gasusagerelatedinfoacquisition,jp.co.tokyo_gas.kaiheisen.libs.sv.impl.get,GasUsageRelatedInfoAcquisitionImpl,37,1603,48,162,11,429,48,95,0,38
