GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
kaiheisen-dataaccess-jpa-ciriusdb-cirius-kyotelk,jp.co.tokyo_gas.kaiheisen.libs.da.jpa.ciriusdb.cirius.kyotelk,KyotelkDataAccessImpl,11,397,0,0,2,85,1,17,1,17
kaiheisen-dataaccess-jpa-ciriusdb-cirius-kyotelk,jp.co.tokyo_gas.kaiheisen.libs.da.jpa.ciriusdb.cirius.kyotelk,KyotelkId,67,3,8,0,17,2,11,1,7,1
