GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
kaiheisen-integration-cirius-retail-sc-kaiheisen-change-notification,jp.co.tokyo_gas.kaiheisen.libs.common.integration.cirius.retail_sc.kaiheisen_change_notification,KaiheisenChangeNotificationResponse,0,6,0,0,0,1,0,1,0,1
kaiheisen-integration-cirius-retail-sc-kaiheisen-change-notification,jp.co.tokyo_gas.kaiheisen.libs.common.integration.cirius.retail_sc.kaiheisen_change_notification,KaiheisenChangeNotificationCiriusAdapter,4,1121,2,140,0,84,2,80,0,11
kaiheisen-integration-cirius-retail-sc-kaiheisen-change-notification,jp.co.tokyo_gas.kaiheisen.libs.common.integration.cirius.retail_sc.kaiheisen_change_notification,CustomerServiceHistoryRegistrationRequest.CustomerServiceHistoryInfo,0,96,0,0,0,1,0,1,0,1
kaiheisen-integration-cirius-retail-sc-kaiheisen-change-notification,jp.co.tokyo_gas.kaiheisen.libs.common.integration.cirius.retail_sc.kaiheisen_change_notification,CustomerServiceHistoryRegistrationRequest,0,6,0,0,0,1,0,1,0,1
kaiheisen-integration-cirius-retail-sc-kaiheisen-change-notification,jp.co.tokyo_gas.kaiheisen.libs.common.integration.cirius.retail_sc.kaiheisen_change_notification,KaiheisenChangeNotificationResponse.ResponseBody,0,6,0,0,0,1,0,1,0,1
kaiheisen-integration-cirius-retail-sc-kaiheisen-change-notification,jp.co.tokyo_gas.kaiheisen.libs.common.integration.cirius.retail_sc.kaiheisen_change_notification,KaiheisenChangeNotificationRequest,0,6,0,0,0,1,0,1,0,1
kaiheisen-integration-cirius-retail-sc-kaiheisen-change-notification,jp.co.tokyo_gas.kaiheisen.libs.common.integration.cirius.retail_sc.kaiheisen_change_notification,KaiheisenChangeNotificationResponse.ErrorInfo,6,0,0,0,1,0,1,0,1,0
kaiheisen-integration-cirius-retail-sc-kaiheisen-change-notification,jp.co.tokyo_gas.kaiheisen.libs.common.integration.cirius.retail_sc.kaiheisen_change_notification,KaiheisenChangeNotificationRequest.NotificationInfo,0,114,0,0,0,1,0,1,0,1
