GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
kaiheisen-dataaccess-jpa-ciriusdb-cirius-shyfrke,jp.co.tokyo_gas.kaiheisen.libs.da.jpa.ciriusdb.cirius.shyfrke,ShyfrkeDataAccessImpl,0,201,0,2,0,45,0,8,0,7
kaiheisen-dataaccess-jpa-ciriusdb-cirius-shyfrke,jp.co.tokyo_gas.kaiheisen.libs.da.jpa.ciriusdb.cirius.shyfrke,ShyfrkeId,33,37,4,4,9,10,9,3,5,3
