GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
kaiheisen-sv-impl-opening-openingreasoncheck,jp.co.tokyo_gas.kaiheisen.libs.sv.impl.opening,OpeningReasonCheckImpl,0,128,0,34,0,29,0,23,0,6
