GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
kaiheisen-sv-impl-get-meterReadingResultInfoAcquisition,jp.co.tokyo_gas.kaiheisen.libs.sv.impl.get,MeterReadingResultInfoAcquisitionImpl,0,221,0,16,0,62,0,13,0,5
kaiheisen-sv-impl-get-meterReadingResultInfoAcquisition,jp.co.tokyo_gas.kaiheisen.libs.sv.impl.get,MeterReadingResultInfoAcquisitionImpl.RecordSearchResult,0,9,0,0,0,1,0,1,0,1
kaiheisen-sv-impl-get-meterReadingResultInfoAcquisition,jp.co.tokyo_gas.kaiheisen.libs.sv.impl.get,MeterReadingResultInfoAcquisitionImpl.ResponseResult,0,12,0,0,0,1,0,1,0,1
